20/05/2022 21:45,6534322387032.66
2022-05-20 21:46,6534321990552.3951474317504963467
2022-05-20 21:48,6534323576470.95964870432045745045
2022-05-20 21:48,6534323576470.95964870432045745045
2022-05-20 21:48,6534323576470.95964870432045745045
2022-05-20 21:48,6534323576470.95964870432045745045
2022-05-20 21:50,6534323972949.54628730365944432054
2022-05-20 21:51,6534323972949.54628730365944432054
2022-05-20 22:21,6534335867111.01769117657792748012
2022-05-20 22:51,6534348157295.75271953856453254854
2022-05-20 23:21,6534358663142.82762261389550234308
2022-05-20 23:51,6534370952625.78914410678314839827
2022-05-21 00:21,6534382646080.00561290539441320177
2022-05-21 00:51,6534393943763.49416317985740248943
2022-05-21 01:21,6534405835641.85598856894561064159
2022-05-21 01:51,6534416339762.88536545302473602382
2022-05-21 02:21,6534428627343.7385383692667689784
2022-05-21 02:51,6534439725405.56651241281171747471
2022-05-21 03:21,6534450030499.11927850282140465111
2022-05-21 03:51,6534461920537.50068441714044537835
2022-05-21 04:21,6534474800942.53005434904502795003
2022-05-21 04:51,6534485897628.98543161909158746039
2022-05-21 05:21,6534495805000.08015533480823386068
2022-05-21 05:51,6534509080465.24175276036497477656
2022-05-21 06:21,6534519581775.66345358464405517101
2022-05-21 06:51,6534531469694.33728274507393389586
2022-05-21 07:21,6534542960988.41856100918664162767
2022-05-21 07:51,6534554253811.34218151483624951302
2022-05-21 08:21,6534566338733.80063458665573336032
2022-05-21 08:51,6534577036088.68004047060675780418
2022-05-21 09:22,6534589120121.92360855139713783022
2022-05-21 09:52,6534601203763.08023235198451428741
2022-05-21 10:11,6534606948378.74705583430171864979
2022-05-21 10:14,6534607938820.76792500191851240785
2022-05-21 10:44,6534619625837.68493491412062846737
2022-05-21 11:14,6534631510512.48947177428994941505
2022-05-21 11:44,6534643989016.3694982514456735753
2022-05-21 12:14,6534654288460.11295191879370303971
2022-05-21 12:44,6534666370036.79058816772003930959
2022-05-21 13:14,6534678451321.46264993051897198558
2022-05-21 13:44,6534688551766.79484722497698262669
2022-05-21 14:14,6534701424436.25160948697269250704
2022-05-21 14:44,6534711920324.25721766719487909918
2022-05-21 15:14,6534724000130.98979683047972238902
2022-05-21 15:44,6534735485485.36153127850849494961
2022-05-21 16:14,6534747168499.53818931535048233927
2022-05-21 16:44,6534758850014.07269473174197756743
2022-05-21 17:14,6534769787053.14575196921698476189
2022-05-21 17:44,6534778507245.34436106609138462094
2022-05-21 18:14,6534791073492.48731259755545240101
2022-05-21 18:44,6534802428495.51993164373175063589
2022-05-21 19:14,6534811968385.73122408960027970632
2022-05-21 19:44,6534821706938.66439505534953229452
2022-05-21 20:11,6534831704675.02947555355856304377
2022-05-21 20:41,6534804722319.95183882107575204676
2022-05-22 20:37,6535181551476.79974370924192666825
